"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude"
"Beaucoup attendent cette vidéo : je vais faire tenter le défi GIGATACOS à celui qui est suivi par plus de 200 000... https://t.co/NuxuimGNZ5";FALSE;7;NA;2016-09-14 08:31:47;FALSE;NA;"775975320398794752";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"FlorianOnAir";3;FALSE;FALSE;NA;NA
"BABY MIX sait distraire les tout-petits avec ses jouets d’éveil, porteurs et tricycles…et n’oublie pas de prendre... https://t.co/NqbGO6a3L0";FALSE;0;NA;2016-09-14 08:31:44;FALSE;NA;"775975304808587264";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"bebeboutik";0;FALSE;FALSE;NA;NA
"Collectif 81 avenue Victor Hugo au Festival d'automne à Paris ! https://t.co/QOfyd6PRRY";FALSE;0;NA;2016-09-14 08:31:42;FALSE;NA;"775975295820103681";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"samuelwahl";0;FALSE;FALSE;NA;NA
"RT @CaroGarcia: Je serai de passage dans mon club Asul Tennis Villeurbanne cet après midi à 17h30! Clinic, autographes et photos! https://t…";FALSE;0;NA;2016-09-14 08:31:38;FALSE;NA;"775975281907601408";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Lyonnaise971";14;TRUE;FALSE;NA;NA
"Le Grand Jeu des Estivales organisé par #GEOVINA est fini! Retrouvez les noms des gagnants sur notre page Facebook ! https://t.co/xBlFFycdl1";FALSE;0;NA;2016-09-14 08:31:36;FALSE;NA;"775975274357858304";NA;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>";"Geovina_fr";0;FALSE;FALSE;NA;NA
"Se balancer dans le métro… https://t.co/eeSXP05IlQ";FALSE;0;NA;2016-09-14 08:31:32;FALSE;NA;"775975254086778880";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"LePlanB59";0;FALSE;FALSE;NA;NA
"Toujours vise https://t.co/Ioy6iT3TrI";FALSE;0;NA;2016-09-14 08:31:31;FALSE;NA;"775975253256220672";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"mahouna69";0;FALSE;FALSE;NA;NA
"@ClimatVendee @KeraunosObs @jmdecazes Pour vous donner une idée de la réalité des inondations du vent et de l'orage https://t.co/0ve4yDx9sq";FALSE;1;"ClimatVendee";2016-09-14 08:31:31;FALSE;"775832427298250753";"775975253214433280";"2172515887";"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"pdezaret";0;FALSE;FALSE;NA;NA
"#Burundi #Rwisabi : CHASSE DES MEMBRES DU FRODEBU ET DU FNL DE LA COMMUNE MUTAHO PAR LES IMBONERAKURES.

Depuis... https://t.co/d2rZ4sQwzO";FALSE;2;NA;2016-09-14 08:31:29;FALSE;NA;"775975243886264320";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"Agakemanyi";7;FALSE;FALSE;NA;NA
"AFRIQUE : Lutte contre le travail des enfants : La Côte d’Ivoire et le Ghana signent une déclaration conjointe... https://t.co/ZkDeYxjQaj";FALSE;0;NA;2016-09-14 08:31:29;FALSE;NA;"775975242485334016";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"ovajab_media";0;FALSE;FALSE;NA;NA
"OnOffLine_be: Facebook, Google et Twitter exhortent le Congrès à transférer le contrôle de l’ICANN aux acteurs du … https://t.co/PcoBI48ca5";FALSE;0;NA;2016-09-14 08:31:28;FALSE;NA;"775975240061095936";NA;"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>";"emiliecastel486";0;FALSE;FALSE;NA;NA
"RT @CallMeFleuur: Enfin bref , insultez ici ou sur Facebook ça servira à rien . Ils continueront et en plus de ça , ferons grandir leur frè…";FALSE;0;NA;2016-09-14 08:31:28;FALSE;NA;"775975240023302144";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"ALS_patronne";3;TRUE;FALSE;NA;NA
"Lancement Science Factor https://t.co/6pAGOKx7tc";FALSE;3;NA;2016-09-14 08:31:28;FALSE;NA;"775975239243141120";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"ScienceFactor";1;FALSE;FALSE;NA;NA
"N'oubliez pas Jeudi 15 Septembre c'est la rentrée de l'APERITIVO :
Dès 19h, OPEN BAR &amp; OPEN BUFFET ITALIEN pour... https://t.co/QrEL2t3mpQ";FALSE;0;NA;2016-09-14 08:31:28;FALSE;NA;"775975238156840960";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"BLISSPARIS";0;FALSE;FALSE;NA;NA
"RT @ginkgomaisonboi: GINKGO sera présent du 23 au 25 septembre au salon de l'immobilier de Montpellier au parc des Expositions. Venez... ht…";FALSE;0;NA;2016-09-14 08:31:27;FALSE;NA;"775975236130971648";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"GIE_Gipen";4;TRUE;FALSE;NA;NA
"RT @ALGERINO_OFF: Aidkoum Moubarek  ...
Profitez de ce jour pour vous rapprocher de vos familles , de vos amis ....et une grande... https:/…";FALSE;0;NA;2016-09-14 08:31:27;FALSE;NA;"775975234809847808";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"tokyoghoulManga";73;TRUE;FALSE;NA;NA
"Si... A inceput..<ed><U+00AE><U+00B8><ed><U+00BD><U+0082><ed><U+00AE><U+00B8><ed><U+00BC><U+00B4> https://t.co/JbMyZrLW93";FALSE;0;NA;2016-09-14 08:31:27;FALSE;NA;"775975234562363393";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"BubuLina18";0;FALSE;FALSE;NA;NA
"#JO brésil:https://t.co/YpJGelxfYE RT mats_huberalles: ""Il faut donc défendre... https://t.co/F2c7M8jial";FALSE;0;NA;2016-09-14 08:31:24;FALSE;NA;"775975223934025728";NA;"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>";"Resistance78now";0;FALSE;FALSE;NA;NA
"RT @poorforever_: ""Facebook : C'est l'anniversaire de ... !"" https://t.co/MB0NRyxMjK";FALSE;0;NA;2016-09-14 08:31:24;FALSE;NA;"775975223644618752";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"BadMelia";91;TRUE;FALSE;NA;NA
"RT @CFDTPaca: Voilà, c'est officiel, la campagne TPE PACA est lancée, aujourd'hui sur Aix-en-Provence, des candidats étaient... https://t.c…";FALSE;0;NA;2016-09-14 08:31:24;FALSE;NA;"775975222516314112";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"ajadomdu2a";7;TRUE;FALSE;NA;NA
"RT @Concorde_LRSY: Aujourd'hui, c'est la reprise des ciné-goûters ! 
Découvrez à 14h30 LE BON GROS GEANT, nouveau film de Steven... https:/…";FALSE;0;NA;2016-09-14 08:31:24;FALSE;NA;"775975221090197505";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"LRSY_ville";1;TRUE;FALSE;NA;NA
"#JO brésil:https://t.co/n8nlCXr7aN Depuis 1H30, le pipeau résonne sur l'Union... https://t.co/CHElHsjYv2";FALSE;0;NA;2016-09-14 08:31:24;FALSE;NA;"775975220658180097";NA;"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>";"Resistance78now";0;FALSE;FALSE;NA;NA
"#JO brésil:https://t.co/6aX4Cl61xZ RT Com_Eco_Paris: ""il ne peut y avoir... https://t.co/RKFRWXwhuX";FALSE;0;NA;2016-09-14 08:31:23;FALSE;NA;"775975217764106240";NA;"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>";"Resistance78now";0;FALSE;FALSE;NA;NA
"#JO brésil:https://t.co/X2n3JNAaIL Les effets attendus du discours de JunckerEU... https://t.co/Sy1KRMb4Wd";FALSE;0;NA;2016-09-14 08:31:22;FALSE;NA;"775975213846630400";NA;"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>";"Resistance78now";0;FALSE;FALSE;NA;NA
"Entre mensonges et manipulations : les rouages des laboratoires pharmaceutiques...
@ voir en vidéo ! https://t.co/YYR7EjrY1s";FALSE;0;NA;2016-09-14 08:31:21;FALSE;NA;"775975209551667201";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"SophiePeysson";0;FALSE;FALSE;NA;NA
"salam aleykom

je cheerche une personne dans le besoin pour donner la moitie de mon mouton fisabililah a l... https://t.co/8ta9J643sP";FALSE;0;NA;2016-09-14 08:31:20;FALSE;NA;"775975206615523328";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"EntreMuslims";3;FALSE;FALSE;NA;NA
"Par @BlogModerateur: Facebook lance officiellement une certification BluePrint payante https://t.co/eyX1ZvwRjK";FALSE;0;NA;2016-09-14 08:31:19;FALSE;NA;"775975202408767488";NA;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>";"TSM_France";0;FALSE;FALSE;NA;NA
"Rouge braisé+ https://t.co/9tIiucfNfX";FALSE;0;NA;2016-09-14 08:31:18;FALSE;NA;"775975198050902016";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"jcdecastelbajac";0;FALSE;FALSE;NA;NA
"Je suis entrain de devenir Fan. https://t.co/D9fAyZUxVz";FALSE;0;NA;2016-09-14 08:31:17;FALSE;NA;"775975192707403776";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"Rachidtv";0;FALSE;FALSE;NA;NA
"Facebook, Google et Twitter exhortent le Congrès à transférer le contrôle de l’ICANN aux acteurs du Net. https://t.co/lyFZIrjUXy";FALSE;1;NA;2016-09-14 08:31:15;FALSE;NA;"775975185325420544";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"gdedurat";1;FALSE;FALSE;NA;NA
"Le death note est de retour
Cet objet maudit tant convoité!
 :) https://t.co/kgE3Sc3IL8";FALSE;0;NA;2016-09-14 08:31:15;FALSE;NA;"775975183534481408";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"kerlaft";0;FALSE;FALSE;NA;NA
"Un vrai petit plaisantin ! &gt;&gt;&gt; https://t.co/aQrfSVLq6x https://t.co/SDvJXB2mxr";FALSE;0;NA;2016-09-14 08:31:12;FALSE;NA;"775975172813848576";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"Confidentielles";0;FALSE;FALSE;NA;NA
"Il y a 3 an ... !! https://t.co/9nsklbvrW0";FALSE;0;NA;2016-09-14 08:31:12;FALSE;NA;"775975172604125184";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"gbagboourien1";0;FALSE;FALSE;NA;NA
"RT @SophieCamard: Communiqué #Paca
""Réfugiés : Stop à la haine !"" @cestrosi
https://t.co/jgOIF7tz3T";FALSE;0;NA;2016-09-14 08:31:10;FALSE;NA;"775975164819415041";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"Mo83113";1;TRUE;FALSE;NA;NA
"• Pochette surprise : l’objet le plus smart de 2016, une coque de portable, effet pochette de costume. Une idée... https://t.co/nKmbWJfJx1";FALSE;0;NA;2016-09-14 08:31:10;FALSE;NA;"775975162696994817";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"GlobaLuxury";0;FALSE;FALSE;NA;NA
"Facebook, Google et Twitter exhortent le Congrès à transférer le contrôle de l’ICANN aux acteurs du Net https://t.co/GYnUxjIIJ0";FALSE;0;NA;2016-09-14 08:31:09;FALSE;NA;"775975158150467584";NA;"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>";"OnOffLine_be";0;FALSE;FALSE;NA;NA
"RT @LeBoyKinda: Quand un partisan d'Ali Bongo menace les internautes sur FaceBook #BongoIsKilling https://t.co/PkjAoiVKy3";FALSE;0;NA;2016-09-14 08:31:08;FALSE;NA;"775975153582866433";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"zemanonzemoon";138;TRUE;FALSE;NA;NA
"Formation &amp; Certification Internationale AUTODESK 3DS Max 2017 (Session Octobre 2016 - Niveau Professionnel)  -... https://t.co/08WeUMw8LD";FALSE;0;NA;2016-09-14 08:31:05;FALSE;NA;"775975143793389568";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"apacecole";0;FALSE;FALSE;NA;NA
"Il y aura un deuxième trio pour représenter la France au quad cross des nations : l'équipe junior du MC Gueugnon.... https://t.co/9eURSnYJBW";FALSE;0;NA;2016-09-14 08:31:04;FALSE;NA;"775975139724955648";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"QDSO";0;FALSE;FALSE;NA;NA
"La Pensée du JOUR ... <ed><U+00AE><U+00B9><ed><U+00B5><U+008E><ed><U+00AE><U+00B9><ed><U+00B5><U+008E><ed><U+00AE><U+00B9><ed><U+00B5><U+008E> https://t.co/iU97QIyAw0";FALSE;0;NA;2016-09-14 08:31:04;FALSE;NA;"775975139716558848";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"Fast_Frame";0;FALSE;FALSE;NA;NA
"Maroc : les résultats et les photos d'arrivées du lundi 11/09/2016 
à Rabat (hippodrome Souissi)
1ère course : https://t.co/9Zt3aUVle7";FALSE;0;NA;2016-09-14 08:31:04;FALSE;NA;"775975137984319488";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"Magturf";0;FALSE;FALSE;NA;NA
"Facebook lance officiellement une certification BluePrint payante https://t.co/bChBhYxUOW";FALSE;0;NA;2016-09-14 08:31:03;FALSE;NA;"775975133269852160";NA;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>";"MediasSociaux_";0;FALSE;FALSE;NA;NA
"Live, RV, 360, filtres, effets : la video est un enjeu majeur dans les développements de Facebook #dmexco2016 https://t.co/O5rtKUPgTo";FALSE;0;NA;2016-09-14 08:31:02;FALSE;NA;"775975130568720384";NA;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";"saintleger";1;FALSE;FALSE;NA;NA
"J’ai publié une nouvelle photo sur Facebook https://t.co/qffh7qsUY3";FALSE;0;NA;2016-09-14 08:31:01;FALSE;NA;"775975123643994112";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"creationdemma";0;FALSE;FALSE;NA;NA
"RT @shadoniia: Ouverture des précommandes pour Kousaka Tamaki - Samurai Ver. de chez Orchid Seed ! https://t.co/IMvWgKWTFH https://t.co/ix8…";FALSE;0;NA;2016-09-14 08:31:00;FALSE;NA;"775975122213699584";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"NPKgamer";1;TRUE;FALSE;NA;NA
"Touchant de voir les gens de facebook découvrir les ytp en 2016";FALSE;0;NA;2016-09-14 08:31:00;FALSE;NA;"775975120502423552";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"VLAPh";0;FALSE;FALSE;NA;NA
"Besoin de refaire votre stock de verres pour la rentrée? On vous offre un verre Coca Cola pour l'achat d'un menu... https://t.co/i8ZSHi94F7";FALSE;0;NA;2016-09-14 08:30:58;FALSE;NA;"775975114676461568";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"freshburritoss";0;FALSE;FALSE;NA;NA
"#LeçonDuJour
Les Ways Ndolè Magazine https://t.co/tQYPpQDFYG";FALSE;0;NA;2016-09-14 08:30:56;FALSE;NA;"775975105591668736";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"LesWaysNdole";0;FALSE;FALSE;NA;NA
"Réservez vos billets #Eurostar via Facebook avec #Snap : https://t.co/4rMayMpZcu #mobilite #transport";FALSE;0;NA;2016-09-14 08:30:56;FALSE;NA;"775975104207552512";NA;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>";"BrunOlivier_";0;FALSE;FALSE;NA;NA
"Bon à savoir pour conseiller vos clients en matière d’énergie en Région Wallonne. https://t.co/VFM4NI3WXg";FALSE;0;NA;2016-09-14 08:30:56;FALSE;NA;"775975103893016577";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"ARALgArchitecte";0;FALSE;FALSE;NA;NA
"by Henri  Fantin-Latour (1836-1904)
An Atelier in the Batignolles 1870
location  Musée d'Orsay, Paris https://t.co/NRCK15SDLr";FALSE;0;NA;2016-09-14 08:30:55;FALSE;NA;"775975101829357568";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"Lilytthh";0;FALSE;FALSE;NA;NA
"Bonne journée à tous <ed><U+00AE><U+00B8><ed><U+00BC><U+00B5><ed><U+00AE><U+00B8><ed><U+00B1><U+0085><ed><U+00AE><U+00B8><ed><U+00B1><U+0087><ed><U+00AE><U+00B8><ed><U+00B0><U+008A><U+26F5><ed><U+00AE><U+00B9><ed><U+00B2><U+00B1><U+2764> https://t.co/sXZwq7mYpx";FALSE;0;NA;2016-09-14 08:30:55;FALSE;NA;"775975100868915200";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"world_safari";0;FALSE;FALSE;NA;NA
"PAY NETWORK - Offre d'emploi,  Finance Manager
Plus d'info : https://t.co/eKju7t5wlC https://t.co/c55uS2xmBi";FALSE;1;NA;2016-09-14 08:30:54;FALSE;NA;"775975094304649216";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"bizcongo";0;FALSE;FALSE;NA;NA
"Pour vous accompagner dans vos sorties du quotidien, comme en pleine nature…
Urikan vous propose son... https://t.co/mpIFGFNnur";FALSE;0;NA;2016-09-14 08:30:52;FALSE;NA;"775975089594445824";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"urikanexpe1";0;FALSE;FALSE;NA;NA
"J’ai publié une nouvelle photo sur Facebook https://t.co/cs9chDNFQg";FALSE;0;NA;2016-09-14 08:30:52;FALSE;NA;"775975088600543232";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"Danielradio51";0;FALSE;FALSE;NA;NA
"Merci @li_lou_a  <ed><U+00AE><U+00BA><ed><U+00BC><U+0093> #Tichoups #chaussons #chaussures #Tilou #Marine https://t.co/1zF4h66Kxj";FALSE;0;NA;2016-09-14 08:30:49;FALSE;NA;"775975074830614529";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"tichoups";0;FALSE;FALSE;NA;NA
"RT @Vraitwits: Pourquoi les gens utilisent Twitter: Parce que la mise à jour de statuts 100 fois par jour sur Facebook n'est pas socialemen…";FALSE;0;NA;2016-09-14 08:30:48;FALSE;NA;"775975072385425408";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"caambsn";94;TRUE;FALSE;NA;NA
"RT @YCaroff: Retweeted Jacques Cheminade (@JCheminade):

#Alstom #Belfort #Macron fait aveu d'impuissance.La vérité:pas de... https://t.co/…";FALSE;0;NA;2016-09-14 08:30:47;FALSE;NA;"775975067121512448";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"BenjaminBak1";1;TRUE;FALSE;NA;NA
"Azul fellawen
Bonne reprise à vous tous et toutes. https://t.co/6EhC59xqNr";FALSE;0;NA;2016-09-14 08:30:47;FALSE;NA;"775975066010091520";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"Tizi_Ouzou15";0;FALSE;FALSE;NA;NA
"Portrait de Chef, Philippe Thomas, restaurant Au Bon Gîte à Senones. Né entre les casseroles de sa mère et le... https://t.co/9YG2cDRlkr";FALSE;0;NA;2016-09-14 08:30:45;FALSE;NA;"775975060217749504";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"DinersInsolites";0;FALSE;FALSE;NA;NA
"#Vos_Questions

Bonsoir,
S'il vous plaît, j'aimerais avoir des témoignages concernant le trajet Alger - Annaba... https://t.co/bhOXrWqAx7";FALSE;0;NA;2016-09-14 08:30:44;FALSE;NA;"775975056224751616";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"italgeri";0;FALSE;FALSE;NA;NA
"Facebook, Google et Twitter exhortent le Congrès à transférer le contrôle de l’ICANN aux acteurs du Net... https://t.co/fTxhByQg9q";FALSE;0;NA;2016-09-14 08:30:44;FALSE;NA;"775975053619933184";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"benindigital";0;FALSE;FALSE;NA;NA
"Rashon Amun Draffin https://t.co/XMb2hHm0ql";FALSE;0;NA;2016-09-14 08:30:43;FALSE;NA;"775975050868498432";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"4Say_firehouze";0;FALSE;FALSE;NA;NA
"""C’est pas la foi que je veux chanter""
HOPEN 2016

Rendez vous à Reims ce WE pour le festival jubilez ! https://t.co/t4g3TfsNcK";FALSE;2;NA;2016-09-14 08:30:41;FALSE;NA;"775975043696328705";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"hopenmusic";0;FALSE;FALSE;NA;NA
"Jeu de mots ... https://t.co/D7q8KX88TG";FALSE;0;NA;2016-09-14 08:30:40;FALSE;NA;"775975036192567296";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"MissizCorinneD";0;FALSE;FALSE;NA;NA
"Vendredi 16 &amp; samedi 17 septembre 2016 rendez-vous sur la plage de l’Escale Borély pour la 1ère édition du... https://t.co/X0GoJnoMxK";FALSE;0;NA;2016-09-14 08:30:36;FALSE;NA;"775975020946259969";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"TarpinBien";0;FALSE;FALSE;NA;NA
"3 000€ CASH sont tombés chez Léa ce matin grâce au Jeu de l'Anniversaire Chérie ! 

Et si le prochain, c'était... https://t.co/P8tYdYuneE";FALSE;0;NA;2016-09-14 08:30:36;FALSE;NA;"775975020099149824";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"CherieFM28";0;FALSE;FALSE;NA;NA
"Facebook Messenger se met à jour avec toujours plus de bots https://t.co/bqD9yjdoBc";FALSE;0;NA;2016-09-14 08:30:35;FALSE;NA;"775975017385517056";NA;"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>";"monde_numerique";0;FALSE;FALSE;NA;NA
"NOOR 2 ans et demi ,sourde de naissance est une galga zéro défaut ,ok tout ...il lui faut juste un jardin pour de... https://t.co/lHmgLzNTDH";FALSE;0;NA;2016-09-14 08:30:33;FALSE;NA;"775975009902796800";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"adlnord59";0;FALSE;FALSE;NA;NA
"En collaboration avec Cristal Production et la Sacem, le Festival de la Fiction TV présente: Le Laboratoire de la... https://t.co/TFdOWMQTQx";FALSE;0;NA;2016-09-14 08:30:32;FALSE;NA;"775975002021715968";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"BOriginales";0;FALSE;FALSE;NA;NA
"Rejoignez-nous sur #Facebook pour ne rien manquer de Causeur https://t.co/yDqltqTi3k";FALSE;0;NA;2016-09-14 08:30:31;FALSE;NA;"775975001719701504";NA;"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>";"causeur";0;FALSE;FALSE;NA;NA
"RT @afpfr: Comment Facebook filtre notre connaissance du monde ? https://t.co/ksvJjgBf4E par @lbenhamou #AFP https://t.co/wA7NCOYdwd";FALSE;0;NA;2016-09-14 08:30:31;FALSE;NA;"775974998599139328";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"PUPPETER94";40;TRUE;FALSE;NA;NA
"RT @VeilleDeCM: Facebook, Google et Twitter exhortent le Congrès à transférer le contrôle de l’ICANN aux acteurs du Net https://t.co/6GQ0Je…";FALSE;0;NA;2016-09-14 08:30:29;FALSE;NA;"775974992588763136";NA;"<a href=""https://twitter.com/"" rel=""nofollow"">Client Twitter Web</a>";"whiteswanpetit";2;TRUE;FALSE;NA;NA
"Bonjour,
Nous vous souhaitons une belle journée. https://t.co/Wygk40sRRp";FALSE;0;NA;2016-09-14 08:30:29;FALSE;NA;"775974991976337408";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"outrouverquoi";0;FALSE;FALSE;NA;NA
"RT @VeilleDeCM: Facebook lance officiellement une certification BluePrint payante https://t.co/Grke3Jxmal";FALSE;0;NA;2016-09-14 08:30:29;FALSE;NA;"775974991271780352";NA;"<a href=""https://twitter.com/"" rel=""nofollow"">Client Twitter Web</a>";"blackleopardo_";2;TRUE;FALSE;NA;NA
"RT @VeilleDeCM: Facebook lance officiellement une certification BluePrint payante https://t.co/Grke3Jxmal";FALSE;0;NA;2016-09-14 08:30:29;FALSE;NA;"775974990940344320";NA;"<a href=""https://twitter.com/"" rel=""nofollow"">Client Twitter Web</a>";"orangeladybug78";2;TRUE;FALSE;NA;NA
"POLITIQUE: Vous avez posé vos questions à Marine Le Pen sur Facebook, voici ses réponses https://t.co/czbbatsYkk via @TF1";FALSE;0;NA;2016-09-14 08:30:29;FALSE;NA;"775974990080516096";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"templedange";0;FALSE;FALSE;NA;NA
"#JO brésil:https://t.co/hOPZYxjwJ2 RT @mats_huberalles: ""Il faut donc défendre... https://t.co/m6oejPIohF";FALSE;0;NA;2016-09-14 08:30:26;FALSE;NA;"775974980240703488";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"Occupycentre";0;FALSE;FALSE;NA;NA
"I posted 3 photos on Facebook in the album ""Célébrations du Sud du 09/09/16 - 10/09/16"" https://t.co/C2vPgsPMcI";FALSE;0;NA;2016-09-14 08:30:26;FALSE;NA;"775974979200581633";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"ExtravaganceRE";0;FALSE;FALSE;NA;NA
"RT @pirmax: Facebook, Google et Twitter exhortent le Congrès à transférer le contrôle de l’ICANN aux acteurs du Net https://t.co/UGS9cwBmJG";FALSE;0;NA;2016-09-14 08:30:25;FALSE;NA;"775974973462675456";NA;"<a href=""https://twitter.com/"" rel=""nofollow"">Client Twitter Web</a>";"liamguerin_";5;TRUE;FALSE;NA;NA
"RT @pirmax: Facebook, Google et Twitter exhortent le Congrès à transférer le contrôle de l’ICANN aux acteurs du Net https://t.co/UGS9cwBmJG";FALSE;0;NA;2016-09-14 08:30:25;FALSE;NA;"775974972724576256";NA;"<a href=""https://twitter.com/"" rel=""nofollow"">Client Twitter Web</a>";"whiteswanpetit";5;TRUE;FALSE;NA;NA
"#JO brésil:https://t.co/KOEzHCDsEo Depuis 1H30, le pipeau résonne sur l'Union... https://t.co/3Jwj9qoGyc";FALSE;0;NA;2016-09-14 08:30:24;FALSE;NA;"775974972049219584";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"Occupycentre";0;FALSE;FALSE;NA;NA
